bridge_id,name,road,condition,length,failure_prob,broken_down,total_delay_min,vehicles_delayed,trucks_crossed,replication,seed
9000024,BORDIGHIR PAR,N106,C,4,0,False,0,0,3906,1,1234567
9000028,BORODIGHIR PAR,N106,C,9,0,False,0,0,3905,1,1234567
9000030,CHOWDIRIR HAT,N106,C,6,0,False,0,0,3905,1,1234567
9000033,PASHIM CHARAKUL CUL,N106,A,8,0,False,0,0,3905,1,1234567
9000037,PASSIM SURAGOL,N106,B,9,0,False,0,0,3904,1,1234567
9000043,MODANHAT (2 bridges at crossing),N106,A,12,0,False,0,0,3903,1,1234567
9000058,Subadaggu Bridge (2 bridges at crossing),N106,C,64,0,False,0,0,3903,1,1234567
9000062,ISAPUR BRIDGE (2 bridges at crossing),N106,C,34,0,False,0,0,3902,1,1234567
9000068,BODORGONA BOX CUL,N106,A,3,0,False,0,0,3902,1,1234567
9000074,Bridge start,N106,B,0,0,False,0,0,3901,1,1234567
9000084,Bridge start,N106,B,0,0,False,0,0,3900,1,1234567
9000088,Bridge start,N106,B,0,0,False,0,0,3900,1,1234567
9000092,JALANIR HAT,N106,C,4,0,False,0,0,3899,1,1234567
9000095,SULTAN PUR CULVERT,N106,A,3,0,False,0,0,3899,1,1234567
9000100,Beroli Bridge (2 bridges at crossing),N106,C,25,0,False,0,0,3898,1,1234567
9000103,Bridge start,N106,B,0,0,False,0,0,3897,1,1234567
9000115,POSHIM RAYJON,N106,C,9,0,False,0,0,3897,1,1234567
9000124,Rauzan dalarmuk Bridge,N106,A,15,0,False,0,0,3896,1,1234567
9000132,GODAR PAR ARCH,N106,A,12,0,False,0,0,3895,1,1234567
9000136,AMTULA BOX,N106,B,3,0,False,0,0,3895,1,1234567
9000145,Morartak,N106,C,5,0,False,0,0,3895,1,1234567
9000149,MONARTECK CULVERT,N106,B,5,0,False,0,0,3895,1,1234567
9000152,CHAIRMAN GHAT BOX CULVERT(R) (2 bridges at crossing),N106,D,2,0,False,0,0,3895,1,1234567
9000158,BETBUNIA BOX CULVERT,N106,A,3,0,False,0,0,3894,1,1234567
9000162,BETBEAINA BOX CULVERT,N106,A,12,0,False,0,0,3894,1,1234567
9000168,SUP NALA SUBMARGE,N106,A,4,0,False,0,0,3894,1,1234567
9000172,SIKDAR PARA (2) CULVERT,N106,A,3,0,False,0,0,3894,1,1234567
9000176,RANGUNID,N106,A,3,0,False,0,0,3893,1,1234567
9000179,THANDHA CHOR ARCH MASONRY,N106,D,2,0,False,0,0,3893,1,1234567
9000183,THANDHA CHOR ARCH MASONRY,N106,D,2,0,False,0,0,3893,1,1234567
9000191,Rahirhat Bridge (2 bridges at crossing),N106,C,128,0,False,0,0,3890,1,1234567
9000194,RANIARAT ARCH,N106,B,3,0,False,0,0,3890,1,1234567
9000197,RANIRAT ARCK,N106,A,7,0,False,0,0,3889,1,1234567
9000203,GUBTULL CULVERT,N106,A,3,0,False,0,0,3888,1,1234567
9000210,MOGI CHORI,N106,A,3,0,False,0,0,3888,1,1234567
9000221,GHAGRA ARCH MASO,N106,A,1,0,False,0,0,3887,1,1234567
9000227,KOLA BAGAN ARCH MASONRY,N106,C,5,0,False,0,0,3886,1,1234567
9000229,MOSHIS PARA CULVERT,N106,A,9,0,False,0,0,3886,1,1234567
9000233,MOIS PARA ARCH MASONRY,N106,B,2,0,False,0,0,3884,1,1234567
9000237,KOBAGON ARCH MASONRY,N106,A,1,0,False,0,0,3884,1,1234567
9000247,Bridge start,N106,B,0,0,False,0,0,3882,1,1234567
1000015,Kachpur bridge,N1,B,0,0,False,0,0,11790,2,2345678
1000025,NOYAPARA CULVERT,N1,A,6,0,False,0,0,9528,2,2345678
1000027,NAYABARI KASPUR BOX CULVERT,N1,A,8,0,False,0,0,9527,2,2345678
1000030,NAYABARI BOX CULVERT,N1,B,11,0,False,0,0,9527,2,2345678
1000035,Madanpur Bridge.(L) (3 bridges at crossing),N1,A,28,0,False,0,0,15628,2,2345678
1000042,Langalbandhu bridge,N1,B,0,0,False,0,0,15633,2,2345678
1000046,Bridge start,N1,B,0,0,False,0,0,15631,2,2345678
1000049,Darikandi Bridge (R) (2 bridges at crossing),N1,A,20,0,False,0,0,15631,2,2345678
1000053,DARIKANDI BRIDGE (R) (2 bridges at crossing),N1,B,20,0,False,0,0,15629,2,2345678
1000061,SHADIPUR BOX CULVERT,N1,B,10,0,False,0,0,15626,2,2345678
1000067,Bridge start,N1,B,0,0,False,0,0,15624,2,2345678
1000070,SANGAKADI CULVERT,N1,B,6,0,False,0,0,15624,2,2345678
1000084,Bridge end,N1,B,0,0,False,0,0,15622,2,2345678
1000089,Anarpara Bridge (L) (4 bridges at crossing),N1,A,30,0,False,0,0,15622,2,2345678
1000093,Bridge start,N1,B,0,0,False,0,0,15621,2,2345678
1000096,Alipur bridge(R) (4 bridges at crossing),N1,A,27,0,False,0,0,15621,2,2345678
1000101,Bhaber char Bridge(R) (4 bridges at crossing),N1,A,30,0,False,0,0,15621,2,2345678
1000107,NOYAPARA,N1,A,5,0,False,0,0,15616,2,2345678
1000113,Bridge start,N1,B,0,0,False,0,0,15619,2,2345678
1000124,Bridge start,N1,B,0,0,False,0,0,15615,2,2345678
1000132,Bridge start,N1,B,0,0,False,0,0,15611,2,2345678
1000146,Bridge start,N1,B,0,0,False,0,0,15611,2,2345678
1000151,Bridge start,N1,B,0,0,False,0,0,15609,2,2345678
1000161,Bridge start,N1,B,0,0,False,0,0,15601,2,2345678
1000190,Bridge start,N1,B,0,0,False,0,0,15588,2,2345678
1000212,TIPRA BAZAR BOX CULVERT,N1,A,1,0,False,0,0,25229,2,2345678
1000220,Bridge start,N1,B,0,0,False,0,0,25227,2,2345678
1000228,Bridge start,N1,B,0,0,False,0,0,25228,2,2345678
1000235,Bridge start,N1,B,0,0,False,0,0,25225,2,2345678
1000243,Bridge start,N1,B,0,0,False,0,0,25227,2,2345678
1000252,Bridge start,N1,B,0,0,False,0,0,25231,2,2345678
1000259,Bridge start,N1,B,0,0,False,0,0,25228,2,2345678
1000266,Bridge start,N1,B,0,0,False,0,0,25223,2,2345678
1000272,Bridge start,N1,B,0,0,False,0,0,25222,2,2345678
1000276,Bridge start,N1,B,0,0,False,0,0,25223,2,2345678
1000283,Bridge start,N1,B,0,0,False,0,0,25225,2,2345678
1000299,Bridge start,N1,B,0,0,False,0,0,25213,2,2345678
1000319,BOSONTA PUR BOX CULVERT,N1,C,6,0,False,0,0,25210,2,2345678
1000325,Bridge start,N1,B,0,0,False,0,0,25211,2,2345678
1000334,DIMATOLY (2) BOX CULVERT,N1,B,4,0,False,0,0,25210,2,2345678
1000342,FOKIR BAZAR SLAB CULVERT,N1,B,4,0,False,0,0,25209,2,2345678
1000355,UTTOR KAIEATI CULVERT,N1,A,4,0,False,0,0,25212,2,2345678
1000381,Bridge start,N1,B,0,0,False,0,0,17001,2,2345678
1000391,Lemua Bridge(L) (2 bridges at crossing),N1,C,99,0,False,0,0,17004,2,2345678
1000402,MUHURI BRIDGE (2 bridges at crossing),N1,B,192,0,False,0,0,17003,2,2345678
1000411,DumGhat Bridge(L) (2 bridges at crossing),N1,A,222,0,False,0,0,17004,2,2345678
1000425,CHAIRMEN BARI BOX CULVERT,N1,A,2,0,False,0,0,17004,2,2345678
1000427,MADDAM SONAPAR(1) BOX CULVERT,N1,A,2,0,False,0,0,17004,2,2345678
1000430,DHARBAR TILA CULVERT,N1,A,4,0,False,0,0,17004,2,2345678
1000432,MADDUM SONAPHAR-3,N1,A,2,0,False,0,0,17004,2,2345678
1000435,MAMAFOUN ASTANA CULVERT,N1,A,2,0,False,0,0,17005,2,2345678
1000437,MAMAFAKIR ASTANA SLAB CULVERT,N1,A,2,0,False,0,0,17005,2,2345678
1000440,MASTANNAGOR BONCUL(1),N1,A,8,0,False,0,0,17004,2,2345678
1000443,MUSTAU NOGAR(2),N1,A,3,0,False,0,0,17004,2,2345678
1000445,MASTARI HAGOR 3 CULVERT,N1,A,2,0,False,0,0,17004,2,2345678
1000450,PURPU DURGAPURE BOX CUL,N1,C,12,0,False,0,0,17003,2,2345678
1000474,VARTAKA BOX CULVERT,N1,A,13,0,False,0,0,17007,2,2345678
1000501,TARAT BOX CULVERT,N1,A,6,0,False,0,0,17003,2,2345678
1000512,RONA SORA CULVERT,N1,A,3,0,False,0,0,17002,2,2345678
1000522,UTTOR SITAKONDO BAZAR BOX CULVERT,N1,B,6,0,False,0,0,17002,2,2345678
1000527,MOHADAB PUR BOX CULVERT,N1,A,3,0,False,0,0,17003,2,2345678
1000530,MOHADAB PUR BOX CULVERT,N1,A,3,0,False,0,0,17003,2,2345678
1000541,HATILOTA BOX CULVERT,N1,A,4,0,False,0,0,17004,2,2345678
1000546,Bridge start,N1,B,0,0,False,0,0,17003,2,2345678
1000552,Bridge start,N1,B,0,0,False,0,0,17005,2,2345678
1000556,R. R TEXTAIL BOX CULVERT,N1,A,4,0,False,0,0,17005,2,2345678
1000558,Bridge start,N1,B,0,0,False,0,0,17005,2,2345678
1000564,Bridge start,N1,B,0,0,False,0,0,17004,2,2345678
1000572,Bridge start,N1,B,0,0,False,0,0,17007,2,2345678
1000576,Bridge start,N1,B,0,0,False,0,0,17007,2,2345678
1000580,Chotokumir Bridge (2 bridges at crossing),N1,A,41,0,False,0,0,17008,2,2345678
1000584,Bridge start,N1,B,0,0,False,0,0,17006,2,2345678
1000587,ROYL CIMINT GATE CULVETRT,N1,A,4,0,False,0,0,17007,2,2345678
1000592,Bridge start,N1,B,0,0,False,0,0,17004,2,2345678
1000599,Bridge start,N1,B,0,0,False,0,0,17001,2,2345678
1000606,Bridge start,N1,B,0,0,False,0,0,17002,2,2345678
1000611,Bridge start,N1,B,0,0,False,0,0,17000,2,2345678
1000616,Bridge start,N1,B,0,0,False,0,0,17001,2,2345678
1000621,Bridge start,N1,B,0,0,False,0,0,17000,2,2345678
1000630,Bridge start,N1,B,0,0,False,0,0,17001,2,2345678
1000636,Bridge start,N1,B,0,0,False,0,0,17000,2,2345678
1000642,Bridge start,N1,B,0,0,False,0,0,17002,2,2345678
1000652,Bridge start,N1,B,0,0,False,0,0,4987,2,2345678
1000656,Bridge start,N1,B,0,0,False,0,0,4988,2,2345678
1000660,HAFAS BAGAR BRIDGE (2 bridges at crossing),N1,B,38,0,False,0,0,4988,2,2345678
1000663,RAZAKATI BRIDGE (2 bridges at crossing),N1,B,39,0,False,0,0,4988,2,2345678
1000669,Bridge end,N1,B,0,0,False,0,0,4985,2,2345678
1000710,Patiya Bridge (2 bridges at crossing),N1,B,50,0,False,0,0,4979,2,2345678
1000722,Srimi Bridge (2 bridges at crossing),N1,B,61,0,False,0,0,4979,2,2345678
1000732,Korna Bridge (2 bridges at crossing),N1,B,15,0,False,0,0,4977,2,2345678
1000746,Kanchon Nagar Bridge (2 bridges at crossing),N1,B,13,0,False,0,0,4977,2,2345678
1000750,Bridge start,N1,B,0,0,False,0,0,4977,2,2345678
1000758,MAZAR POINT BRIDGE (2 bridges at crossing),N1,C,50,0,False,0,0,4978,2,2345678
1000761,MAZAR POINT BRIDGE (2 bridges at crossing),N1,C,50,0,False,0,0,4978,2,2345678
1000773,Sangu Bridge (2 bridges at crossing),N1,B,211,0,False,0,0,4978,2,2345678
1000777,KATGOR CULVERT,N1,A,9,0,False,0,0,4978,2,2345678
1000785,Pathanerpul Bridge (2 bridges at crossing),N1,A,34,0,False,0,0,4977,2,2345678
1000788,Noyakhalar Muk Bridge (2 bridges at crossing),N1,A,28,0,False,0,0,4977,2,2345678
1000793,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,N1,A,20,0,False,0,0,4977,2,2345678
1000796,KARANERHAT CULVERT,N1,A,5,0,False,0,0,4976,2,2345678
1000810,RAJGHATA BRIDGE (2 bridges at crossing),N1,A,30,0,False,0,0,4972,2,2345678
1000814,Khoria Nagar Bridge (2 bridges at crossing),N1,A,38,0,False,0,0,4971,2,2345678
1000817,NOYA PARA BOX CULVERT,N1,A,2,0,False,0,0,4971,2,2345678
1000820,PODUA NOYA PARA BOX CULVERT,N1,A,8,0,False,0,0,4971,2,2345678
1000822,PODUA BAZAR BOX CULVERT,N1,A,13,0,False,0,0,4971,2,2345678
1000825,PODUA BAZAR BOX CULVERT,N1,A,6,0,False,0,0,4972,2,2345678
1000828,BARO AWLIA(R),N1,A,14,0,False,0,0,4971,2,2345678
1000831,TALOCKDNR PARA BOX CULVERT (2 bridges at crossing),N1,A,2,0,False,0,0,4970,2,2345678
1000834,AMIRABAD BOX CULVERT,N1,A,2,0,False,0,0,4969,2,2345678
1000840,AMIRABAD LOHAGORA BOX CULVERT,N1,A,10,0,False,0,0,4969,2,2345678
1000843,LOHAGORA L.S BOX CULVERT,N1,A,3,0,False,0,0,4967,2,2345678
1000846,DIGIRPARK BOX CULVERT,N1,A,13,0,False,0,0,4967,2,2345678
1000852,ZADUNAGOR BUS STATION BOX CULVERT,N1,A,14,0,False,0,0,4967,2,2345678
1000857,Aadunagor bridge (2 bridges at crossing),N1,A,24,0,False,0,0,4967,2,2345678
1000861,HATIAR PULL PC GIDER BRIDGE (2 bridges at crossing),N1,A,22,0,False,0,0,4967,2,2345678
1000871,Rataykul Bridge (2 bridges at crossing),N1,A,22,0,False,0,0,4966,2,2345678
1000874,BONPUKR PARA BOX CULVERT,N1,A,8,0,False,0,0,4966,2,2345678
1000878,SANTI RCC GIDER BRIDGE (2 bridges at crossing),N1,A,22,0,False,0,0,4967,2,2345678
1000890,AZIZNAGOR BOX CULVERT,N1,A,2,0,False,0,0,4965,2,2345678
1000900,HARBHANG CHOR,N1,A,14,0,False,0,0,4964,2,2345678
1000903,GHOIL MARA BOX CULVERT,N1,A,9,0,False,0,0,4963,2,2345678
1000906,HARBANG,N1,A,3,0,False,0,0,4963,2,2345678
1000909,HARBANG,N1,A,3,0,False,0,0,4964,2,2345678
1000912,HARBANGCHORA (2 bridges at crossing),N1,A,56,0,False,0,0,4964,2,2345678
1000916,ALIPUR BOX CULVERT,N1,A,14,0,False,0,0,4962,2,2345678
1000918,HARBANG,N1,A,2,0,False,0,0,4961,2,2345678
1000927,BODOI TOLA RCC GIDER BRIDGE (2 bridges at crossing),N1,A,46,0,False,0,0,4960,2,2345678
1000930,BODAITALI BOX CULVERT,N1,A,12,0,False,0,0,4960,2,2345678
1000933,BODOITOLI BOX CULVERT,N1,A,14,0,False,0,0,4960,2,2345678
1000937,BANIYAR CHORA,N1,A,14,0,False,0,0,4961,2,2345678
1000942,NOL BELA BOX CULVERT,N1,A,21,0,False,0,0,4961,2,2345678
1000951,DIDDA BAZAR BOX CULVERT,N1,A,16,0,False,0,0,4960,2,2345678
1000954,Bridge start,N1,B,0,0,False,0,0,4960,2,2345678
1000966,PASIYAKALI (2) (2 bridges at crossing),N1,A,39,0,False,0,0,4961,2,2345678
1000981,Bridge start,N1,B,0,0,False,0,0,4960,2,2345678
1000989,Bridge start,N1,B,0,0,False,0,0,4958,2,2345678
1000993,PAGOLARIBIL,N1,A,4,0,False,0,0,4958,2,2345678
1001003,Bridge start,N1,B,0,0,False,0,0,4958,2,2345678
1001027,Eidgaon Bazar Bridge (2 bridges at crossing),N1,A,46,0,False,0,0,4958,2,2345678
1001030,Goro Bazar Bridge (2 bridges at crossing),N1,A,45,0,False,0,0,4957,2,2345678
1001038,KALIRCHARA BOX CULVERT,N1,A,8,0,False,0,0,4957,2,2345678
1001059,JOARIANALA BAZAR PC GIDER BRIDGE(L) (3 bridges at crossing),N1,A,58,0,False,0,0,4954,2,2345678
1001070,Mitacmari Ramu Bridge (2 bridges at crossing),N1,A,59,0,False,0,0,4954,2,2345678
1001074,MARULA (WEST),N1,A,3,0,False,0,0,4953,2,2345678
1001076,MARULA BOX CULVERT,N1,A,2,0,False,0,0,4954,2,2345678
1001079,RAMU BRAC OFFICE,N1,A,7,0,False,0,0,4954,2,2345678
1001081,RAMU BY PASS MORE,N1,A,4,0,False,0,0,4954,2,2345678
1001084,RAMU MOUR BOX CULVDERT,N1,A,13,0,False,0,0,4954,2,2345678
1001087,ROMA CALLAGE BOX CULVERT,N1,A,19,0,False,0,0,4953,2,2345678
1001090,ROMA TECHIPUL,N1,A,8,0,False,0,0,4953,2,2345678
1001093,SAMBAR PUL CULVERT,N1,A,7,0,False,0,0,4953,2,2345678
1001095,CHAKMARKOOL,N1,A,12,0,False,0,0,4953,2,2345678
1001098,CHAKMAR KOOL BOX CULVERT,N1,A,9,0,False,0,0,4954,2,2345678
1001101,KHURUTIA BOX CULVERT,N1,A,2,0,False,0,0,4954,2,2345678
1001103,KHURULIA CULVERT,N1,A,7,0,False,0,0,4954,2,2345678
1001105,KHURULIA SCHOOL BOX CULVERT,N1,A,17,0,False,0,0,4954,2,2345678
1001107,KHURULIA SCHOOL BOX CULVERT,N1,A,19,0,False,0,0,4954,2,2345678
1001110,KHURULIA CHAIRMAN PARA BOX CULVERT,N1,A,7,0,False,0,0,4954,2,2345678
1001112,Sarkarpara Bridge (2 bridges at crossing),N1,A,13,0,False,0,0,4954,2,2345678
1001116,WEST DOVGE BOX CULVERT,N1,A,11,0,False,0,0,4955,2,2345678
1001118,MUKTAR KUL,N1,A,9,0,False,0,0,4954,2,2345678
1001122,BAKKHALI BRIDGE (2 bridges at crossing),N1,A,148,0,False,0,0,4954,2,2345678
1001125,MOHURI RARA BOX,N1,A,4,0,False,0,0,4954,2,2345678
1001128,RABAR DAM BOX,N1,A,10,0,False,0,0,4953,2,2345678
1001130,LINK ROAD CULVERT,N1,A,9,0,False,0,0,4953,2,2345678
1001134,BASIC ARIA (1),N1,C,11,0,False,0,0,4952,2,2345678
1001143,SHORAR COOL,N1,A,8,0,False,0,0,4953,2,2345678
1001145,SOUTH MITTA CHORI,N1,B,8,0,False,0,0,4953,2,2345678
1001150,SOUTH MITHACHARI,N1,B,2,0,False,0,0,4953,2,2345678
1001155,SOUTH MITHACHARI,N1,A,3,0,False,0,0,4952,2,2345678
1001162,CHALIYA TOLI -2 ARCH MASONRY,N1,C,1,0,False,0,0,4951,2,2345678
1001168,PANAR CHORH -3 SLAB CULVERT,N1,C,3,0,False,0,0,4951,2,2345678
1001172,PANCHARA SLAB CULVERT,N1,B,3,0,False,0,0,4951,2,2345678
1001174,PANCHARA SLAB CULVERT,N1,C,2,0,False,0,0,4952,2,2345678
1001176,PANAR CHORA SLAB CULVERT,N1,B,3,0,False,0,0,4952,2,2345678
1001179,PANCHARA SLAB CULVERT,N1,A,2,0,False,0,0,4952,2,2345678
1001182,PANCHORI,N1,A,1,0,False,0,0,4952,2,2345678
1001185,DALA-2 SLAB CULVERT,N1,A,2,0,False,0,0,4952,2,2345678
1001187,DALA-3 SLAB CULVERT,N1,C,2,0,False,0,0,4952,2,2345678
1001190,DALA SLAB CULVERT,N1,A,3,0,False,0,0,4952,2,2345678
1001192,DHALLA SLAB CULVERT,N1,C,2,0,False,0,0,4952,2,2345678
1001195,PANAR CHORI SLAB CULVERT,N1,A,1,0,False,0,0,4952,2,2345678
1001199,PANCR CHAR SLAB CULVERT,N1,C,1,0,False,0,0,4952,2,2345678
1001203,TELA BAGAN SLAB CULVERT,N1,A,1,0,False,0,0,4952,2,2345678
1001205,PARARHORA CULVERT,N1,B,1,0,False,0,0,4952,2,2345678
1001210,TULA BAGAN,N1,B,1,0,False,0,0,4952,2,2345678
1001212,TOLA BAGAN,N1,B,2,0,False,0,0,4953,2,2345678
1001217,NORTH CONIA PARA BOX CULVERT,N1,A,4,0,False,0,0,4952,2,2345678
1001222,CONIA PARA,N1,C,11,0,False,0,0,4952,2,2345678
1001230,Khulna Plong Bridge,N1,B,0,0,False,0,0,4952,2,2345678
1001234,JASOYA PALONG RCC GIDER BRIDGE,N1,C,5,0,False,0,0,4951,2,2345678
1001237,Jasoya check post.,N1,B,1,0,False,0,0,4951,2,2345678
1001240,Bridge start,N1,B,0,0,False,0,0,4950,2,2345678
1001244,Bridge start,N1,B,0,0,False,0,0,4950,2,2345678
1001252,Bridge start,N1,B,0,0,False,0,0,4950,2,2345678
1001257,COURT BAZAR,N1,A,10,0,False,0,0,4950,2,2345678
1001259,COURT BAZAR,N1,A,10,0,False,0,0,4951,2,2345678
1001266,EJILA,N1,C,11,0,False,0,0,4951,2,2345678
1001271,Bridge start,N1,B,0,0,False,0,0,4950,2,2345678
1001274,Bridge start,N1,B,0,0,False,0,0,4949,2,2345678
1001278,JADIMORA (3),N1,A,17,0,False,0,0,4950,2,2345678
1001281,JADIMORA (1),N1,A,2,0,False,0,0,4950,2,2345678
1001283,WEST OGALA,N1,C,11,0,False,0,0,4950,2,2345678
1001287,OKYIA STATION,N1,C,8,0,False,0,0,4949,2,2345678
1001290,UKLIA-SHAHABMARKAT,N1,C,2,0,False,0,0,4949,2,2345678
1001295,Bridge start,N1,B,0,0,False,0,0,4949,2,2345678
1001307,KOSUKONA,N1,A,2,0,False,0,0,4950,2,2345678
1001319,Bridge start,N1,B,0,0,False,0,0,4950,2,2345678
1001322,Batukhali Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4950,2,2345678
1001326,Bridge start,N1,B,0,0,False,0,0,4949,2,2345678
1001334,Changkhali Boro Bridge (2 bridges at crossing),N1,A,22,0,False,0,0,4949,2,2345678
1001337,JAM TOLI BOX CULVERT,N1,A,3,0,False,0,0,4949,2,2345678
1001341,DAIM PARA CULVERT,N1,A,5,0,False,0,0,4949,2,2345678
1001346,DAIM PARA CULVERT,N1,A,3,0,False,0,0,4949,2,2345678
1001350,PALONG KHALI CULVERT,N1,C,3,0,False,0,0,4949,2,2345678
1001354,PALONG KHALI BAZAR (1),N1,C,9,0,False,0,0,4948,2,2345678
1001358,Bridge start,N1,B,0,0,False,0,0,4949,2,2345678
1001362,GIRA TALI RCC GIDER BRIDGE (2 bridges at crossing),N1,C,15,0,False,0,0,4949,2,2345678
1001365,GIVA TOLI BOX CULVERT,N1,A,1,0,False,0,0,4949,2,2345678
1001369,Kata Khali Bridge (2 bridges at crossing),N1,D,12,0,False,0,0,4949,2,2345678
1001373,KHARA KANDI RCC GIDER BRIDGE (2 bridges at crossing),N1,B,15,0,False,0,0,4949,2,2345678
1001379,DMONIR GONA RCC GIDER BRIDGE,N1,A,3,0,False,0,0,4950,2,2345678
1001384,BALUR KHALI -(1) RCC GIDER BRIDGE,N1,B,5,0,False,0,0,4950,2,2345678
1001390,WHIKE KANG BRIDGE,N1,A,3,0,False,0,0,4950,2,2345678
1001392,MOA EX-KANG-BAZAR (2 bridges at crossing),N1,C,13,0,False,0,0,4950,2,2345678
1001394,HOA EX KANG BAZAE,N1,A,3,0,False,0,0,4950,2,2345678
1001396,Hoacx Kang Barbar Bridge (2 bridges at crossing),N1,B,73,0,False,0,0,4950,2,2345678
1001402,TASSI-PARA BAR,N1,A,3,0,False,0,0,4950,2,2345678
1001405,TAS SE BRIDGE HOANGK (2 bridges at crossing),N1,B,13,0,False,0,0,4950,2,2345678
1001409,LAMBA-BIL PORA,N1,A,1,0,False,0,0,4951,2,2345678
1001411,LAMBA - BIL - (1) BOX CULVERT,N1,A,3,0,False,0,0,4951,2,2345678
1001413,LAMBA BIL (3) BOX CULVERT,N1,A,1,0,False,0,0,4951,2,2345678
1001417,LAMBA BIL BOX,N1,C,1,0,False,0,0,4951,2,2345678
1001425,KUTUB DIA PARA CULVERT,N1,A,3,0,False,0,0,4951,2,2345678
1001428,KUTUB - DIA PARA (3),N1,A,4,0,False,0,0,4951,2,2345678
1001430,KANGOR PARA,N1,A,3,0,False,0,0,4951,2,2345678
1001433,KHANGOR PRAMARY (2),N1,A,1,0,False,0,0,4952,2,2345678
1001438,KHANCHOR PARA (2),N1,A,1,0,False,0,0,4951,2,2345678
1001443,NAYAPARA,N1,A,6,0,False,0,0,4949,2,2345678
1001446,NOYA PARA,N1,A,1,0,False,0,0,4949,2,2345678
1001448,GIMON KHALI BRIDGE,N1,B,6,0,False,0,0,4949,2,2345678
1001450,GIM - MOGARI BRIDGE (2 bridges at crossing),N1,C,8,0,False,0,0,4949,2,2345678
1001454,NINA BAZAR BOX CULVERT,N1,A,1,0,False,0,0,4949,2,2345678
1001458,NOYA BAZAR BRIDGE (2 bridges at crossing),N1,B,31,0,False,0,0,4949,2,2345678
1001463,KHARANG KHALI - BOX CUVERT (1),N1,C,3,0,False,0,0,4949,2,2345678
1001468,KHARANG KHAIL,N1,C,1,0,False,0,0,4949,2,2345678
1001473,MOULOVI BAZAR BOX CULVERT,N1,C,1,0,False,0,0,4949,2,2345678
1001475,ALI AXBAR PARA BOX CULVERT,N1,A,6,0,False,0,0,4949,2,2345678
1001483,Bridge start,N1,B,0,0,False,0,0,4946,2,2345678
1001487,NILA DOGA PARA BOX CULVERT,N1,A,3,0,False,0,0,4946,2,2345678
1001495,RONGI- KHALI RCC GIDER BRIDGE (2 bridges at crossing),N1,C,12,0,False,0,0,4947,2,2345678
1001502,Ladapara Bridge (2 bridges at crossing),N1,A,37,0,False,0,0,4946,2,2345678
1001508,MOSINNI RCC GIDER BRIDGE (2 bridges at crossing),N1,B,9,0,False,0,0,4946,2,2345678
1001511,NOYA PARA CULVERT,N1,A,1,0,False,0,0,4946,2,2345678
1001513,Noya Para Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4946,2,2345678
1001524,DONDO MIA BOX CULVERT,N1,A,2,0,False,0,0,4946,2,2345678
1001527,DOMMO MIA BOX CULVERT,N1,A,1,0,False,0,0,4946,2,2345678
1001531,DONDO MIA CHAK POST BRIDGE (2 bridges at crossing),N1,B,51,0,False,0,0,4945,2,2345678
1001539,DONDOMIA,N1,A,3,0,False,0,0,4946,2,2345678
1001543,DONMIA,N1,D,3,0,False,0,0,4946,2,2345678
1001546,KARUNTON BOX CULVERT,N1,A,1,0,False,0,0,4945,2,2345678
1001549,KARUNTON BOX CULVERT,N1,A,1,0,False,0,0,4945,2,2345678
1001552,Karumtoli choto(1) Bridge (2 bridges at crossing),N1,A,6,0,False,0,0,4945,2,2345678
1001554,KAKUM TOLI CHACK BOX CULVERT,N1,B,1,0,False,0,0,4945,2,2345678
1001559,Karumtoli(1) Bridge (2 bridges at crossing),N1,A,34,0,False,0,0,4945,2,2345678
1001562,BAROY TOLI RCC GIDER BRIDGE (2 bridges at crossing),N1,A,30,0,False,0,0,4945,2,2345678
1001566,BORYTOLI SLAB CULVERT,N1,A,3,0,False,0,0,4945,2,2345678
1001569,Gilatoli (1) Bridge (2 bridges at crossing),N1,A,18,0,False,0,0,4945,2,2345678
1001571,Baraytoli (3) Bridge (2 bridges at crossing),N1,A,6,0,False,0,0,4946,2,2345678
1001574,Bridge start,N1,B,0,0,False,0,0,4946,2,2345678
1001578,Bridge start,N1,B,0,0,False,0,0,4946,2,2345678
1001584,Naitom Para (2) Bridge (2 bridges at crossing),N1,A,15,0,False,0,0,4946,2,2345678
1001588,Naitong Para (3) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4946,2,2345678
1001590,Naitong Para (3) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4946,2,2345678
1001592,Naitong Para (3) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4946,2,2345678
1001598,Naitom Para(4) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4945,2,2345678
1001602,Bridge start,N1,B,0,0,False,0,0,4944,2,2345678
1001609,Bridge start,N1,B,0,0,False,0,0,4945,2,2345678
1001614,Bridge start,N1,B,0,0,False,0,0,4945,2,2345678
2000004,JATRAMURA BRIDGE (2 bridges at crossing),N2,B,36,0,False,0,0,12135,2,2345678
2000021,GOLA GANDE BRIDGE (2 bridges at crossing),N2,B,18,0,False,0,0,20749,2,2345678
2000025,SHAWGHAT BOX CULVERT,N2,A,4,0,False,0,0,20748,2,2345678
